Platform,meta_score,meta_UserReview,Year,Genre,Publisher,Developer,vg_critic_score,vg_user_score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
PSV,75,6.8,2018.0,Visual Novel,Idea Factory  ,Otomate  ,,,,,,,
PS2,75,8.1,2005.0,Action,Midway Games  ,Surreal Software  ,,,0.09,0.07,,0.02,0.17
NS,75,8.1,,Action-Adventure,Unknown  ,DigixArt  ,,,,,,,
PSP,75,7.9,2006.0,Sports,Electronic Arts  ,EA Sports  ,7.6,,0.34,,,0.03,0.37
PSV,75,7.4,2012.0,Sports,Sony Computer Entertainment  ,VooFoo Studios  ,,,,,,,
Wii,75,7.8,2009.0,Shooter,Capcom  ,"Cavia, inc.  ",7.2,,0.46,0.31,0.2,0.09,1.05
PS2,75,7.6,2008.0,Fighting,Namco Bandai Games  ,CyberConnect2  ,,,0.5,0.02,,0.08,0.61
XB,75,8.8,2003.0,Platform,Ubisoft  ,Ubisoft  ,7.3,,0.06,0.02,,0.0,0.07
PS2,75,8.1,2002.0,Misc,Activision  ,Contraband Entertainment  ,,,0.25,0.19,,0.06,0.5
PS,75,6.9,2000.0,Adventure,Eidos Interactive  ,Blitz Games  ,6.3,,0.07,0.05,,0.01,0.13
PC,75,8.5,2006.0,Adventure,Aspyr  ,Funcom  ,7.4,,,0.0,,0.0,0.0
DS,75,7.2,2009.0,Racing,Atlus  ,Firebrand Games  ,7.5,,0.06,0.01,,0.01,0.08
PS4,75,6.4,2014.0,Action-Adventure,Konami Digital Entertainment  ,Kojima Productions  ,7.6,,0.36,0.5,0.17,0.17,1.2
PSP,75,8.4,2006.0,Simulation,Namco Bandai  ,Bandai Namco Games  ,7.6,,0.37,0.31,0.12,0.19,1.0
X360,75,6.9,2011.0,Shooter,Warner Bros. Interactive  ,Day 1 Studios  ,7.8,,0.3,0.11,0.01,0.04,0.45
X360,75,7.5,2005.0,Sports,Activision  ,Neversoft Entertainment  ,8.2,,0.28,0.01,,0.03,0.32
XB,75,8.1,2006.0,Sports,EA Sports  ,EA Canada  ,,,0.25,0.07,,0.01,0.34
NS,75,7.9,2019.0,Simulation,Merge Games  ,Runner Duck  ,,,,,,,
DS,75,8.4,2010.0,Shooter,SouthPeak Interactive  ,Renegade Kid  ,7.5,,0.09,0.02,,0.01,0.11
PC,75,tbd,,Sports,Unknown  ,Crytek  ,,,,,,,
PC,75,6.9,2015.0,Simulation,Kalypso Media  ,Haemimont Games  ,,,0.04,0.09,,0.01,0.14
PS3,75,8.0,2008.0,Adventure,Warner Bros. Interactive  ,Traveller's Tales  ,7.2,,0.72,0.39,,0.19,1.31
PC,75,7.6,2012.0,Shooter,Perfect World Entertainment  ,Zombie Studios  ,,,,,,,
PS4,75,7.7,2020.0,Action,Bandai Namco Entertainment  ,Omega Force  ,,,,,,,
PC,75,7.3,2004.0,Racing,Aspyr  ,Aspyr  ,,,,,,,
PS3,75,7.6,2010.0,Action,Electronic Arts  ,Visceral Games  ,7.3,8.3,0.64,0.28,0.04,0.12,1.08
PC,75,7.4,2016.0,Adventure,Daedalic Entertainment  ,Daedalic Entertainment  ,,,,,,,
XOne,75,7.2,2020.0,Role-Playing,Playstack  ,Cold Symmetry  ,,,,,,,
DS,75,8.2,2010.0,Role-Playing,Sega  ,PlatinumGames / Nude Maker  ,7.2,,0.06,0.05,0.07,0.01,0.2
PS4,75,8.1,2019.0,Role-Playing,Koei Tecmo  ,Gust  ,,,,,,,
PS4,75,7.0,2018.0,Adventure,Annapurna Interactive  ,Ben Esposito  ,,,,,,,
PC,75,4.1,2021.0,MMO,Amazon Game Studios  ,Amazon Game Studios  ,,,,,,,
NS,75,tbd,,Puzzle,Unknown  ,Darjeeling  ,,,,,,,
PS4,75,6.9,2017.0,Role-Playing,THQ Nordic  ,Airship Syndicate  ,,,0.03,0.02,,0.01,0.06
PC,75,7.5,2006.0,Shooter,Sierra Entertainment  ,TimeGate Studios / Monolith Productions  ,,,,,,,
PS3,75,7.5,2010.0,Shooter,Electronic Arts  ,EA Los Angeles  ,7.0,,1.28,1.04,0.07,0.43,2.82
PC,75,8.3,2004.0,Strategy,VU Games  ,Elixir Studios  ,,,,0.01,,0.0,0.01
NS,75,7.9,2021.0,Role-Playing,NIS America  ,Nihon Falcom Corporation  ,,,,,,,
PSV,75,7.2,2015.0,Misc,Aksys Games  ,Otomate  ,,,,,,,
PS4,75,5.3,2018.0,Shooter,Atari  ,Llamasoft  ,,,0.01,,,0.0,0.01
PS3,75,7.4,2010.0,Action,Ubisoft  ,Ubisoft Montreal  ,,,0.19,0.36,0.01,0.12,0.69
PC,75,6.8,2016.0,Adventure,Wadjet Eye Games  ,Wadjet Eye Games  ,,,,,,,
PS2,75,8.6,2008.0,Fighting,Namco Bandai  ,CyberConnect2  ,,,,,0.36,,0.36
X360,75,6.9,2010.0,Strategy,Kalypso  ,Haemimont Games  ,7.7,,0.15,0.02,0.03,0.01,0.22
PSV,75,7.8,2012.0,Misc,Sega  ,Unknown  ,,,,,,,
PS2,75,8.3,2003.0,Role-Playing,Bandai  ,CyberConnect2  ,7.7,,0.49,0.38,0.26,0.13,1.27
XB,75,6.5,2002.0,Racing,Acclaim Entertainment  ,Criterion Games  ,,,0.09,0.03,,0.0,0.13
PS2,75,7.5,2001.0,Racing,Infogrames  ,Melbourne House Pty Ltd.  ,,,0.09,0.07,0.02,0.02,0.2
N64,75,8.0,2000.0,Adventure,LucasArts  ,Factor 5  ,,,,,,,
PS4,75,6.5,2020.0,Adventure,Frictional Games  ,Frictional Games  ,,,,,,,
PS4,75,6.8,2018.0,Simulation,Skybound Games  ,Hinterland Studio Inc.  ,,,0.04,,,0.01,0.05
PS4,75,6.1,2017.0,Racing,Sony Interactive Entertainment  ,Polyphony Digital  ,,,0.63,2.35,0.24,0.54,3.77
PS3,75,6.3,,Action,Unknown  ,Ubisoft Shanghai  ,,,,,,,
DS,75,8.5,2007.0,Role-Playing,Atlus  ,Atlus Co. / Lancarse  ,7.4,,0.19,0.03,0.09,0.02,0.33
DS,75,tbd,2011.0,Puzzle,PopCap Games  ,PopCap Games  ,,,0.29,0.02,,0.03,0.34
DS,75,7.4,2005.0,Puzzle,Ubisoft  ,Hudson Soft  ,,,0.1,0.01,0.03,0.01,0.15
NS,75,7.5,2018.0,Action-Adventure,Bedtime Digital Games  ,Bedtime Digital Games  ,,,,,,,
PC,75,7.1,2011.0,Strategy,Unknown  ,Blendo Games  ,7.2,,,,,,
PC,75,7.5,2010.0,Shooter,Valve  ,Certain Affinity / Valve Software  ,6.0,,,,,,
NS,75,7.9,2018.0,Fighting,Nicalis  ,Studio Saizensen  ,8.3,,0.03,,,0.0,0.04
PC,75,6.6,2003.0,Shooter,Atari  ,Legend Entertainment  ,,,,,,,
PS4,75,7.1,2017.0,Shooter,Gearbox Software  ,People Can Fly  ,,,0.05,0.06,,0.02,0.13
PS4,75,7.8,2016.0,Role-Playing,Tecmo Koei  ,Gust  ,,,0.04,0.03,0.07,0.01,0.15
X360,75,7.2,2011.0,Fighting,THQ  ,THQ  ,7.7,,0.18,0.14,,0.03,0.34
NS,75,7.4,2017.0,Platform,Team17 Digital Ltd  ,Playtonic Games  ,,,,,,,
XB,75,8.6,2005.0,Simulation,Konami  ,Konami Computer Entertainment Hawaii  ,,,0.28,0.08,,0.01,0.38
PC,75,6.4,2011.0,Role-Playing,SouthPeak Interactive  ,Reality Pump  ,6.9,,0.09,0.09,,0.02,0.2
PS3,75,6.2,2013.0,Misc,Ubisoft  ,Unknown  ,,,,,,,
PS3,75,5.6,2012.0,Sports,Electronic Arts  ,EA Tiburon  ,,,0.24,0.22,,0.08,0.55
DS,75,7.6,2009.0,Misc,Electronic Arts  ,EA Bright Light  ,7.5,,0.08,0.02,,0.01,0.11
PC,75,7.4,2015.0,Platform,Ubisoft  ,Ubisoft Reflections  ,,,,,,,
PS3,75,7.4,2011.0,Shooter,Sega  ,Headstrong Games  ,7.2,,0.15,0.16,,0.05,0.37
PS3,75,6.6,2012.0,Racing,Codemasters  ,Codemasters  ,,,0.02,0.12,,0.03,0.18
PC,75,5.6,2011.0,Role-Playing,Microsoft Game Studios  ,Lionhead Studios  ,7.0,,0.11,0.17,,0.05,0.33
NS,75,tbd,,Party,Unknown  ,High Tea Frog  ,,,,,,,
XOne,75,6.8,,Platform,Unknown  ,Flying Oak Games  ,,,,,,,
NS,75,9.6,2020.0,Puzzle,Pillow Castle  ,Pillow Castle  ,,,,,,,
NS,75,4.1,2020.0,Adventure,Izanagi Games  ,Too Kyo Games  ,,,,,,,
NS,75,tbd,2020.0,Visual Novel,PQube  ,Fiction Factory Games  ,,,,,,,
NS,75,7.6,2019.0,Adventure,Chorus Worldwide Games  ,Unbound Creations  ,,,,,,,
XOne,75,7.4,2019.0,Racing,Milestone S.r.l.  ,Milestone S.r.l.  ,,,,,,,
NS,75,8.1,2019.0,Strategy,EXOR Studios  ,EXOR Studios  ,,,,,,,
NS,75,7.8,2018.0,Role-Playing,NIS America  ,Nippon Ichi Software  ,,,0.02,,0.01,0.0,0.02
NS,75,7.3,2017.0,Adventure,Bulbware  ,Bulbware  ,,,,,,,
XOne,75,7.7,2016.0,Action,Capcom  ,Capcom  ,,,0.04,,,0.0,0.04
X360,75,8.1,2012.0,Shooter,Cave  ,Cave  ,,,0.04,,0.01,0.01,0.06
X360,75,7.0,2010.0,Strategy,Square Enix  ,Gas Powered Games  ,8.2,,0.23,0.09,,0.03,0.34
PSP,75,7.5,2007.0,Sports,Sony Computer Entertainment  ,SCE San Diego Studio  ,7.2,,0.03,,,0.0,0.03
PC,75,7.5,2007.0,Simulation,CDV Software Entertainment  ,Monte Cristo  Multimedia  ,,,,0.04,,0.0,0.04
DS,75,7.3,2005.0,Puzzle,Majesco  ,Happy Happening  ,,,0.08,0.02,,0.01,0.11
PS2,75,8.8,2003.0,Adventure,Eidos Interactive  ,Crystal Dynamics  ,,,0.26,0.2,,0.07,0.53
PC,75,7.6,2003.0,Strategy,DreamCatcher Interactive  ,Digital Reality  ,,,,,,,
XB,75,7.5,2002.0,Racing,Electronic Arts  ,EA Black Box  ,8.2,,0.68,0.11,,0.03,0.82
PC,75,7.8,2002.0,Simulation,Electronic Arts  ,Maxis  ,,,1.72,1.21,,0.14,3.07
PS2,75,8.0,2001.0,Fighting,Empire Interactive  ,New  ,,,0.05,0.04,0.38,0.01,0.47
N64,75,8.2,1999.0,Racing,Midway Games  ,Boss Game Studios  ,,,0.14,0.03,,0.0,0.17
PS3,75,6.6,2011.0,Fighting,THQ  ,THQ  ,7.6,,0.16,0.18,,0.07,0.41
PS3,75,6.6,2010.0,Misc,Konami  ,4mm Games / Terminal Reality  ,7.4,,0.27,0.04,,0.04,0.35
XB,75,7.7,2005.0,Sports,EA Sports  ,HB Studios Multimedia  ,,,0.04,0.01,,0.0,0.05
X360,75,6.3,2013.0,Shooter,505 Games  ,Overkill Software  ,,,0.33,0.2,,0.05,0.58
X360,75,7.9,2012.0,Action,Konami Digital Entertainment  ,Kojima Productions  ,,,0.15,0.03,0.01,0.02,0.21
3DS,75,7.4,2011.0,Racing,Namco Bandai  ,Namco Bandai Games  ,7.4,,0.19,0.16,0.12,0.03,0.5
PC,75,7.6,2004.0,Shooter,DreamCatcher Interactive  ,People Can Fly  ,,,,,,,
DS,75,7.7,2010.0,Misc,Nintendo  ,Headstrong Games  ,6.8,,0.26,1.66,0.33,0.27,2.52
PSV,75,8.3,2015.0,Role-Playing,Tecmo Koei  ,Gust  ,,,,,0.05,,0.05
PS2,75,tbd,2008.0,Misc,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,,,0.14,0.11,,0.04,0.28
PS4,75,6.6,2019.0,Action,Xseed Games  ,Marvelous  ,,,,,0.12,,0.12
DS,75,7.4,2008.0,Shooter,Activision  ,n-Space  ,7.4,,0.56,0.25,,0.08,0.89
PC,75,7.2,2005.0,Strategy,Electronic Arts  ,Lionhead Studios  ,,,0.01,0.07,,0.01,0.09
XOne,75,7.8,2016.0,Action,Moss  ,Moss  ,,,,,,,
PSP,75,7.6,2006.0,Racing,Sony Computer Entertainment  ,Bigbig Studios  ,7.4,,0.14,0.01,,0.02,0.17
PS4,75,7.1,2019.0,Role-Playing,Compile Heart  ,Compile Heart  ,,,,,0.02,,0.02
PC,75,5.4,2009.0,Sports,EA Sports  ,Bright Future  ,7.5,,,,,,
PC,75,tbd,2005.0,Misc,Taito  ,Empire Oxford  ,,,,0.0,,0.0,0.0
3DS,75,7.7,2011.0,Shooter,Majesco  ,Shin'en Multimedia  ,6.0,,0.08,,,0.01,0.08
XOne,75,4.8,,Racing,Unknown  ,Kunos Simulazioni  ,,,,,,,
PC,75,7.2,2020.0,Adventure,Bloober Team  ,Bloober Team  ,,,,,,,
DS,75,8.3,2009.0,Adventure,Konami  ,Konami  ,7.5,,0.07,0.0,0.0,0.01,0.08
DS,75,8.3,2009.0,Action,Konami  ,Konami  ,7.4,,0.0,,,,0.0
Wii,75,6.0,2008.0,Sports,Capcom  ,Camelot Software Planning  ,,,0.19,0.0,0.03,0.02,0.24
PS4,75,6.2,,Fighting,Unknown  ,NetherRealm Studios  ,,,,,,,
PS4,75,7.0,2018.0,Action,NIS America  ,Nippon Ichi Software  ,,,0.01,,0.01,0.0,0.03
PC,75,6.7,2013.0,Action-Adventure,Analgesic Productions  ,Sean Han Tani  ,,,,,,,
PC,75,7.7,2004.0,Action,Rockstar Games  ,Rockstar North  ,,,,0.0,,0.0,0.0
PS2,75,8.1,2004.0,Action,KOEI  ,Koei  ,,,0.03,0.03,,0.01,0.07
GBA,75,tbd,2002.0,Puzzle,Majesco  ,Hudson Soft  ,7.5,,0.05,0.02,,0.0,0.07
PC,75,7.0,2001.0,Strategy,"Strategic Simulations, Inc  ",TopWare  ,,,,,,,
Wii,75,8.8,2009.0,Platform,Activision  ,Eurocom Entertainment Software  ,7.2,,0.11,0.14,,0.03,0.28
X360,75,7.0,2007.0,Sports,2K Sports  ,Visual Concepts  ,7.5,,0.24,,,0.02,0.26
XOne,75,5.5,2014.0,Shooter,Activision  ,Bungie  ,8.3,,2.17,0.92,,0.32,3.41
PSV,75,7.3,2013.0,Sports,Sony Computer Entertainment America  ,SCE San Diego Studio  ,7.6,,0.11,,,0.04,0.15
PC,75,8.8,2008.0,Strategy,S2 Games  ,S2 Games  ,,,,,,,
PC,75,8.1,2006.0,Shooter,Valve  ,Ritual Entertainment  ,,,,,,,
DS,75,6.2,2007.0,Shooter,Activision  ,n-Space  ,7.3,,0.95,0.02,0.01,0.08,1.05
Wii,75,8.3,2007.0,Fighting,Aksys Games  ,Arc System Works  ,,,0.03,0.0,0.0,0.0,0.04
PS3,75,7.9,2010.0,Action,2K Games  ,Illusion Softworks  ,7.0,,0.5,0.7,0.04,0.25,1.49
PS4,75,8.3,2017.0,Visual Novel,Atlus  ,Aqua Plus  ,,,0.05,,0.07,0.01,0.13
PS4,75,6.0,2016.0,Action-Adventure,Nicalis  ,Ludosity Interactive  ,,,,,,,
PC,75,7.8,2010.0,Action,Activision  ,High Moon Studios  ,7.4,,,0.0,,0.0,0.0
PS2,75,8.5,2006.0,Simulation,Namco  ,Namco  ,7.5,,0.15,0.12,0.2,0.04,0.51
XOne,75,7.3,,Adventure,Unknown  ,Pewter Games Studios  ,,,,,,,
PC,75,8.2,2003.0,Role-Playing,Ubisoft  ,Wolfpack Studios  ,,,,,,,
PC,75,7.6,2004.0,Strategy,Myelin Media  ,"Tilted Mill Entertainment, Inc.  ",,,,0.0,,0.0,0.0
PS2,75,8.4,2007.0,Racing,Atari  ,Melbourne House  ,7.3,,,,,,
PS4,75,6.9,2018.0,Action-Adventure,Devolver Digital  ,Fourattic  ,,,,,,,
NS,75,7.8,2020.0,Simulation,Frontier Developments  ,Frontier Developments  ,,,,,,,
PC,75,7.7,2019.0,Strategy,Humble Bundle  ,Alt Shift  ,,,,,,,
PC,75,7.4,2019.0,Adventure,Sony Computer Entertainment  ,Quantic Dream  ,,,,,,,
PC,75,7.1,2009.0,Strategy,Electronic Arts  ,EA Phenomic  ,,,,0.01,,0.0,0.01
PSP,75,7.4,2007.0,Sports,EA Sports  ,EA Tiburon  ,7.3,,0.6,0.04,,0.07,0.71
PS4,75,7.0,2020.0,Music,Sony Interactive Entertainment  ,Pyramid/JAPAN Studio  ,,,,,,,
PS5,75,7.6,2020.0,Adventure,Young Horses  ,Young Horses  ,,,,,,,
X360,75,7.7,2010.0,Fighting,THQ  ,JAKKS Pacific  ,7.1,,0.44,0.35,0.0,0.08,0.88
Wii,75,7.3,2006.0,Action,Konami  ,Konami  ,7.3,,0.22,0.01,0.08,0.02,0.32
PS4,75,7.6,2014.0,Action,Bethesda Softworks  ,Tango Gameworks  ,7.7,,0.56,0.9,0.11,0.28,1.86
PS3,75,7.8,2013.0,Misc,Atlus  ,Unknown  ,,,0.05,,0.05,0.01,0.11
GBA,75,8.3,2004.0,Action,Atlus  ,Million  ,,,0.05,0.02,,0.0,0.07
PS4,75,6.4,2017.0,MMO,Bethesda Softworks  ,ZeniMax Online Studios  ,,,0.11,0.09,,0.04,0.24
PS3,75,8.2,2007.0,Role-Playing,Sony Computer Entertainment  ,Game Republic  ,7.5,8.7,0.2,0.04,0.05,0.03,0.32
PS3,75,6.6,2012.0,Shooter,Electronic Arts  ,Electronic Arts  ,,,0.07,0.06,,0.02,0.15
X360,75,7.7,2008.0,Shooter,THQ  ,Kaos Studios  ,,,0.34,0.15,0.01,0.05,0.56
X360,75,7.5,2013.0,Fighting,Tecmo Koei  ,Team Ninja  ,,,,,,,
PC,75,8.0,2016.0,Action,Warner Bros. Interactive Entertainment  ,Techland  ,,,0.16,0.06,,0.02,0.24
PC,75,7.6,2013.0,Adventure,Daedalic Entertainment  ,Daedalic Entertainment  ,,,,,,,
PSP,75,8.6,2006.0,Puzzle,Namco  ,Namco  ,7.2,,0.13,0.01,0.08,,0.23
PSP,75,6.7,2005.0,Puzzle,Ignition Entertainment  ,Awesome Studios  ,7.7,,0.17,0.24,,0.15,0.56
PS2,75,8.7,2004.0,Strategy,Square Enix  ,Square Enix  ,,,0.14,0.11,0.25,0.04,0.54
XB,75,8.2,2004.0,Sports,Acclaim Entertainment  ,Acclaim Entertainment  ,,,0.11,0.03,,0.01,0.15
XB,75,7.9,2003.0,Platform,Namco  ,Argonaut Games  ,7.8,,0.05,0.02,,0.0,0.07
PC,75,7.3,2003.0,Role-Playing,Mythic Entertainment  ,Mythic Entertainment  ,,,,,,,
GBA,75,tbd,2003.0,Racing,THQ  ,Tantalus Interactive  ,,,0.09,0.03,,0.0,0.12
GBA,75,8.6,2003.0,Puzzle,Blizzard Entertainment  ,Mass Media  ,,,0.04,0.01,,0.0,0.05
GBA,75,tbd,2002.0,Sports,Acclaim Entertainment  ,Full-Fat  ,7.3,,0.0,0.0,,0.0,0.01
GBA,75,7.8,2002.0,Puzzle,Majesco  ,Hudson Soft  ,7.3,,0.07,0.02,,0.0,0.09
PC,75,7.3,2002.0,Action,Activision  ,Gray Matter  ,,,,,,,
PC,75,7.6,2001.0,Shooter,Empire Interactive  ,Smilebit  ,,,,,,,
PC,75,6.3,2001.0,Strategy,Electronic Arts  ,Bullfrog Prod.  ,,,,,,,
PS2,75,tbd,2000.0,Puzzle,Acclaim Entertainment  ,Taito Corporation  ,,,0.17,0.13,,0.04,0.34
DC,75,7.5,2000.0,Shooter,Red Storm Entertainment  ,Pipe Dream Interactive  ,,,,,,,
PS2,75,8.4,2000.0,Strategy,Electronic Arts  ,Koei  ,,,0.27,0.21,0.41,0.07,0.95
PS2,75,4.8,2005.0,Simulation,Electronic Arts  ,Maxis  ,,,0.67,0.03,,0.11,0.81
PC,75,7.6,2016.0,Misc,Unknown  ,Unknown  ,,,,,,,
WiiU,75,7.7,2020.0,Misc,KnapNok Games  ,Unknown  ,,,,,,,
PSV,75,7.5,2012.0,Fighting,Sony Computer Entertainment  ,Bluepoint Games  ,,,0.21,0.16,0.01,0.12,0.5
PC,75,5.3,2012.0,Strategy,Double Fine Productions  ,Double Fine Productions  ,,,,,,,
PS3,75,8.0,2008.0,Fighting,Namco Bandai  ,CyberConnect2  ,7.8,,0.49,0.34,0.09,0.15,1.07
PC,75,8.4,2011.0,Adventure,Electronic Arts  ,Spicy Horse  ,6.7,,,0.1,,0.01,0.12
PS4,75,8.1,2019.0,Action-Adventure,Sony Interactive Entertainment  ,PixelOpus  ,,,,,,,
PC,75,7.0,2015.0,Misc,Devolver Digital  ,Unknown  ,,,,,,,
PS3,75,7.7,2009.0,Misc,Warner Bros. Interactive  ,TT Games / Harmonix Music Systems  ,7.4,,0.24,0.12,,0.06,0.42
NS,75,7.5,,Action,Unknown  ,Paper Cult  ,,,,,,,
PS4,75,6.8,2018.0,Music,Atlus  ,Atlus  ,,,0.07,,0.04,0.02,0.13
XB,75,7.2,2005.0,Simulation,Electronic Arts  ,Maxis  ,,,0.19,0.05,,0.01,0.25
PS4,75,7.5,2018.0,Action,Koei Tecmo  ,Omega Force  ,7.8,,0.09,0.04,0.06,0.03,0.22
PC,75,8.3,2015.0,Misc,Unknown  ,Unknown  ,,,,,,,
PS4,75,7.8,2017.0,Role-Playing,Aksys Games  ,Nihon Falcom Corporation  ,,,0.05,,0.05,0.01,0.1
XOne,75,7.6,2015.0,Action,Activision  ,PlatinumGames  ,,,0.1,0.04,,0.01,0.15
WiiU,75,7.1,2013.0,Misc,Ubisoft  ,Unknown  ,,,,,,,
PC,75,6.2,2009.0,Platform,Broken Rules  ,TU Wien  ,8.0,,,,,,
PS3,75,7.5,2008.0,Sports,2K Sports  ,Pam Development  ,7.8,,0.08,0.37,0.0,0.12,0.57
PC,75,6.9,2014.0,Misc,Green Lava Studios  ,Unknown  ,,,,,,,
PC,75,8.2,2001.0,Adventure,Strategy First  ,Introversion Software  ,,,,,,,
Wii,75,7.9,2010.0,Role-Playing,NIS America  ,RED Entertainment  ,7.4,,0.05,0.04,,0.01,0.11
X360,75,6.9,2005.0,Shooter,Activision  ,id Software / Raven Software  ,7.3,,0.32,0.02,,0.03,0.37
GBA,75,7.8,2003.0,Platform,Vivendi Games  ,Vicarious Visions  ,7.5,,0.63,0.66,,0.07,1.36
GBA,75,7.8,,Platform,Unknown  ,Vicarious Visions  ,,,,,,,
PSP,75,7.6,2007.0,Action,D3 Publisher  ,Vicious Cycle  ,7.6,,0.04,0.0,,0.0,0.04
X360,75,6.5,2012.0,Racing,Codemasters  ,Codemasters  ,,,0.08,0.13,,0.02,0.23
PSV,75,8.3,2016.0,Adventure,NIS America  ,Nippon Ichi Software  ,,,0.05,0.02,0.07,0.02,0.16
DS,75,8.3,2009.0,Role-Playing,Square Enix  ,High Horse Entertainment  ,7.5,,1.06,0.26,0.53,0.13,1.99
XB,75,8.1,2005.0,Shooter,Capcom  ,High Moon Studios  ,,,0.16,0.05,,0.01,0.21
NS,75,7.0,,Shooter,Unknown  ,Blastmode  ,,,,,,,
XOne,75,7.9,2015.0,Action,Capcom  ,Capcom  ,,,0.1,0.02,,0.01,0.14
PS3,75,8.3,2013.0,Platform,Sony Computer Entertainment  ,Sanzaru Games  ,,,0.35,0.13,,0.1,0.58
DS,75,7.2,2007.0,Adventure,Square Enix  ,High Horse Entertainment  ,7.4,,0.1,0.01,0.12,0.01,0.24
PC,75,7.0,2010.0,Adventure,The Adventure Company  ,Darkling Room  ,,,,0.0,,0.0,0.01
PC,75,7.2,2004.0,Strategy,CDV Software Entertainment  ,Nival Interactive / La Plata Studios  ,,,,,,,
PS2,75,8.7,2004.0,Shooter,Atari  ,Melbourne House  ,7.8,,0.63,0.49,,0.16,1.29
PS2,75,8.6,2003.0,Simulation,VU Games  ,Blue Tongue  ,,,0.13,0.1,,0.03,0.27
PS2,75,8.4,2002.0,Shooter,Majesco  ,Terminal Reality  ,,,0.2,0.16,,0.05,0.42
PS,75,8.1,1999.0,Platform,Activision  ,Traveller's Tales  ,,,0.99,0.64,,0.08,1.71
NS,75,8.5,2021.0,Action,Marvelous  ,Grasshopper Manufacture  ,,,,,,,
XOne,75,8.0,2014.0,Action-Adventure,Square Enix  ,United Front Games  ,7.5,,0.1,0.09,,0.02,0.2
X360,75,7.1,2011.0,Action,Ignition Entertainment  ,Ignition Entertainment  ,8.0,,0.07,0.05,0.03,0.01,0.16
XOne,75,6.4,2018.0,Sports,Electronic Arts  ,EA Tiburon  ,,,0.13,,,0.02,0.15
PS2,75,7.8,2007.0,Action,Rockstar Games  ,Rockstar Leeds  ,,,0.78,0.03,0.03,0.13,0.97
PS4,75,6.4,2019.0,Action,Arc System Works  ,Natsume Atari  ,,,,,,,
PS4,75,5.2,2019.0,Simulation,Team 17  ,Pathea Games  ,,,,,,,
PS4,75,7.7,2015.0,Misc,Devolver Digital  ,Unknown  ,,,,,,,
PC,75,7.5,2010.0,Adventure,Telltale Games  ,Telltale Games  ,,,,,,,
PSP,75,8.3,2010.0,Puzzle,Sony Computer Entertainment  ,JAPAN Studio / Artoon  ,7.5,,,0.0,,0.0,0.0
DS,75,8.8,2009.0,Fighting,THQ  ,JAKKS Pacific  ,,,0.35,0.13,,0.05,0.53
DS,75,7.5,2009.0,Role-Playing,Square Enix  ,Square Enix  ,7.7,,0.12,0.06,0.27,0.02,0.47
XB,75,7.5,2004.0,Role-Playing,inXile Entertainment  ,InXile Entertainment  ,,,0.08,0.02,,0.0,0.1
PC,75,7.6,2005.0,Adventure,The Adventure Company  ,Microids  ,6.4,,,0.0,,0.0,0.0
X360,75,6.6,2010.0,Misc,MTV Games  ,Harmonix Music Systems  ,7.8,,0.24,0.13,,0.04,0.41
PS2,75,8.5,2005.0,Action,Capcom  ,Capcom  ,,,0.13,0.1,,0.03,0.27
XB,75,8.0,2004.0,Misc,Sega  ,Sonic Team  ,,,0.61,0.26,,0.04,0.91
PC,75,6.5,2014.0,Puzzle,Spry Fox  ,Spry Fox  ,,,,,,,
PS3,75,7.9,2013.0,Shooter,Ubisoft  ,Techland  ,7.6,,,,,,
PC,75,7.5,2017.0,Action,Team17 Software  ,Team17 Software  ,,,,,,,
3DS,75,7.6,2012.0,Misc,Nnooo  ,Unknown  ,,,,,,,
PC,75,7.6,2012.0,Adventure,Daedalic Entertainment  ,Daedalic Entertainment  ,,,,,,,
XOne,75,6.8,,Adventure,Unknown  ,Night School Studio  ,,,,,,,
PC,75,6.7,,Music,Unknown  ,Reflections Interactive  ,,,,,,,
DS,75,tbd,2008.0,Role-Playing,Eidos Interactive  ,Backbone Entertainment  ,,,0.12,0.01,,0.01,0.14
XOne,75,6.8,2016.0,Simulation,Introversion Software  ,Introversion Software  ,,,0.02,,,0.0,0.02
X360,75,7.1,2008.0,Strategy,Electronic Arts  ,EA Los Angeles  ,7.0,,0.16,0.06,,0.02,0.24
XB,75,tbd,2005.0,Adventure,Ubisoft  ,Ubisoft Montreal  ,,,0.04,0.01,,0.0,0.05
PC,75,7.6,2017.0,Strategy,Kalypso Media  ,Realmforge Studios  ,,,,,,,
PC,75,5.8,1970.0,Action,Unknown  ,Trapdoor Inc.  ,,,,,,,
GBA,75,8.4,2006.0,Action,Atari  ,Dimps Corporation  ,7.7,,0.03,0.01,,0.0,0.04
PC,75,8.5,2003.0,Shooter,Gathering of Developers  ,Illusion Softworks  ,,,,,,,
XB,75,8.8,2003.0,Action,KOEI  ,Omega Force  ,,,0.12,0.03,,0.01,0.16
GBA,75,8.2,2003.0,Fighting,Midway Games  ,Criterion Games  ,,,0.01,0.0,,0.0,0.01
PC,75,7.4,2002.0,Sports,EA Sports  ,EA Canada  ,,,,,,,
DC,75,7.8,2001.0,Sports,Activision  ,Runecraft  ,7.7,,,,,,
PS2,75,8.6,2000.0,Action,KOEI  ,Omega Force  ,,,0.24,0.19,0.34,0.06,0.83
