Platform,meta_score,meta_UserReview,Year,Genre,Publisher,Developer,vg_critic_score,vg_user_score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Sales
X360,71.0,7.7,2007,Platform,Electronic Arts  ,EA Redwood Shores  ,6.9,,0.54,0.39,0.0,0.11,1.04,2.08
NS,71.0,8.0,2021,Role-Playing,Nintendo  ,Nintendo  ,,,0.0,0.0,0.0,0.0,0.0,0.0
NS,71.0,7.4,2018,Platform,Hitcents  ,Matt Bitner Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
XOne,71.0,6.8,2015,Action,Chainsawesome Games  ,Chainsawesome Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,71.0,6.3,2013,Simulation,Sony Computer Entertainment  ,SuperVillain Studios  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,71.0,7.2,2003,Adventure,The Adventure Company  ,Microids  ,,,0.0,0.01,0.0,0.0,0.02,0.03
PS2,71.0,7.6,2002,Adventure,Electronic Arts  ,Eurocom Entertainment Software  ,,,0.9,1.22,0.04,0.44,2.61,5.21
XB,71.0,7.8,2002,Platform,Microsoft Game Studios  ,Artoon  ,6.8,,0.39,0.15,0.0,0.02,0.56,1.12
XB,71.0,8.7,2002,Racing,Atari  ,Pitbull Syndicate  ,,,0.35,0.05,0.0,0.02,0.42,0.84
XB,71.0,7.8,2002,Racing,Midway Games  ,Point of View  ,,,0.25,0.07,0.0,0.01,0.34,0.67
PC,71.0,8.2,2000,Simulation,Bethesda Softworks  ,Akella  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS,71.0,7.6,2000,Racing,Infogrames  ,Circus Freak  ,,,0.16,0.11,0.0,0.02,0.29,0.5800000000000001
PSP,71.0,6.2,2011,Role-Playing,Square Enix  ,HexaDrive  ,7.0,,0.13,0.07,0.27,0.05,0.52,1.04
DS,71.0,8.4,2006,Action,Capcom  ,Capcom  ,6.7,,0.11,0.02,0.11,0.01,0.26,0.51
PS4,71.0,4.7,2016,Action-Adventure,Hello Games  ,Hello Games  ,6.8,,0.89,0.97,0.04,0.37,2.26,4.529999999999999
PS4,71.0,6.5,2018,Role-Playing,Idea Factory International  ,Compile Heart  ,,,0.01,0.0,0.03,0.0,0.04,0.08
PS2,71.0,8.1,2007,Role-Playing,Nippon Ichi Software  ,Gust  ,7.0,,0.0,0.0,0.1,0.0,0.1,0.2
PC,71.0,6.1,2004,Shooter,VU Games  ,"2015, Inc.  ",,,0.0,0.0,0.0,0.0,0.0,0.0
XOne,71.0,4.7,2020,Role-Playing,THQ Nordic  ,Gunfire Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,71.0,7.4,2017,Adventure,11 bit studios  ,Pixel Crow  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,71.0,5.2,2005,Strategy,Atari  ,Frontier Developments Inc.  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,71.0,6.8,2014,Shooter,Rebellion Developments  ,Rebellion Developments  ,,,0.0,0.01,0.0,0.0,0.01,0.02
PS2,71.0,7.4,2004,Sports,Sony Computer Entertainment  ,Harmonix Music Systems  ,,,0.36,0.01,0.0,0.06,0.43,0.86
PC,71.0,5.9,2011,Adventure,Telltale Games  ,Telltale Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,71.0,6.9,2017,Role-Playing,Gaijinworks  ,Media.Vision  ,,,0.03,0.0,0.05,0.01,0.09,0.18
X360,71.0,7.0,2006,Simulation,Sega  ,From Software  ,6.4,,0.24,0.0,0.01,0.02,0.28,0.55
PS2,71.0,8.5,2002,Adventure,Acclaim Entertainment  ,Appaloosa Interactive  ,7.8,,0.07,0.05,0.0,0.02,0.14,0.28
3DS,71.0,7.3,2018,Adventure,Nintendo  ,Creatures Inc.  ,7.1,,0.15,0.17,0.12,0.03,0.47,0.94
PC,71.0,7.7,2016,Strategy,"Massive Damage, Inc.  ","Massive Damage, Inc.  ",,,0.0,0.0,0.0,0.0,0.0,0.0
PC,71.0,5.7,2006,Strategy,Strategy First  ,AGEOD  ,,,0.0,0.0,0.0,0.0,0.0,0.0
Wii,71.0,8.4,2009,Action,Namco Bandai  ,Namco Bandai Games  ,8.0,,0.17,0.0,0.0,0.01,0.18,0.36
X360,71.0,7.4,2005,Sports,EA Sports  ,EA Sports  ,6.9,,0.28,0.0,0.0,0.02,0.31,0.6100000000000001
X360,71.0,6.7,2012,Action,Capcom  ,CyberConnect2  ,,,0.17,0.06,0.01,0.02,0.26,0.52
XOne,71.0,4.8,2015,Simulation,Microsoft Studios  ,Frontier Developments  ,,,0.0,0.01,0.0,0.0,0.01,0.02
PS3,71.0,6.8,2008,Action,LucasArts  ,LucasArts  ,6.8,,1.01,0.86,0.0,0.35,2.22,4.44
PS4,71.0,6.9,2016,Role-Playing,Idea Factory International  ,Compile Heart  ,,,0.06,0.0,0.06,0.01,0.14,0.27
PC,71.0,7.7,2006,Strategy,Aspyr  ,SEK Ost  ,,,0.0,0.02,0.0,0.0,0.02,0.04
PS4,71.0,7.0,2017,Party,Sony Interactive Entertainment  ,Wish Studio  ,,,0.05,0.47,0.0,0.09,0.61,1.22
PS4,71.0,7.1,2016,Adventure,Bigben Interactive  ,Bigben Interactive  ,,,0.05,0.0,0.0,0.01,0.06,0.12
NS,71.0,3.3,2018,Sports,Electronic Arts  ,EA Sports  ,5.9,,0.18,0.47,0.06,0.05,0.75,1.51
PC,71.0,4.6,2018,Adventure,It's Anecdotal  ,It's Anecdotal  ,,,0.0,0.0,0.0,0.0,0.0,0.0
X360,71.0,7.6,2012,Racing,Namco Bandai Games  ,Bugbear Entertainment  ,,,0.05,0.05,0.0,0.01,0.11,0.22
PSP,71.0,8.4,2006,Role-Playing,Capcom  ,Capcom  ,7.0,,0.24,0.04,1.03,0.04,1.34,2.6900000000000004
PS2,71.0,8.3,2005,Racing,Valcon Games  ,Jester Interactive  ,,,0.33,0.01,0.0,0.05,0.4,0.79
PS2,71.0,6.8,2004,Platform,Activision  ,"Luxoflux, Inc.  ",6.9,,1.12,0.69,0.03,0.02,1.86,3.72
GBA,71.0,8.1,2003,Action,Konami  ,Konami  ,,,0.67,0.25,0.0,0.02,0.93,1.87
PS2,71.0,7.8,2003,Action,Universal Interactive  ,Radical Entertainment  ,,,0.52,0.41,0.0,0.14,1.06,2.13
GBA,71.0,8.4,2002,Role-Playing,Konami  ,WinkySoft  ,,,0.04,0.02,0.0,0.0,0.06,0.12
GBA,71.0,8.0,2001,Sports,Activision  ,HotGen Studios  ,,,0.19,0.07,0.0,0.0,0.27,0.53
PS2,71.0,8.7,2001,Sports,Tecmo  ,Tecmo  ,,,0.05,0.04,0.06,0.01,0.17,0.33
PC,70.0,6.3,2007,Role-Playing,Electronic Arts  ,Flagship Studios  ,,,0.0,0.02,0.0,0.0,0.02,0.04
PSP,70.0,6.8,2006,Strategy,THQ  ,Team17 Software  ,6.9,,0.11,0.43,0.0,0.23,0.77,1.54
PS3,70.0,7.7,2013,Action,Rising Star Games  ,Access Games  ,,,0.08,0.05,0.0,0.03,0.16,0.32
PS2,70.0,8.2,2005,Action,Konami  ,Konami  ,7.2,,0.18,0.14,0.05,0.05,0.42,0.84
GBA,70.0,7.5,2006,Role-Playing,Sierra Entertainment  ,Amaze Entertainment  ,7.1,,0.0,0.0,0.0,0.0,0.0,0.0
DS,70.0,7.6,2008,Role-Playing,Disney Interactive Studios  ,Jupiter Multimedia  ,7.3,,0.36,0.11,0.0,0.05,0.52,1.04
PC,70.0,6.5,2011,Adventure,Telltale Games  ,Telltale Games  ,6.0,,0.0,0.0,0.0,0.0,0.0,0.0
X360,70.0,7.2,2009,Adventure,Capcom  ,GRIN  ,7.1,8.0,0.12,0.12,0.01,0.03,0.28,0.56
PS2,70.0,7.6,2004,Shooter,Majesco  ,Terminal Reality  ,,,0.13,0.1,0.0,0.03,0.27,0.53
PC,70.0,6.3,2015,Action-Adventure,Studio Wildcard  ,Studio Wildcard  ,,,0.0,0.01,0.0,0.0,0.01,0.02
X360,70.0,6.0,2010,Shooter,Microsoft Game Studios  ,Ruffian Games  ,7.5,,0.63,0.36,0.02,0.1,1.12,2.2300000000000004
3DS,70.0,7.5,2012,Shooter,Ignition Entertainment  ,UTV Ignition Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
X360,70.0,3.5,2011,Simulation,Electronic Arts  ,The Sims Studio  ,7.0,,0.0,0.0,0.0,0.0,0.0,0.0
PC,70.0,6.8,2020,Adventure,Annapurna Interactive  ,Variable State  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,70.0,5.7,2011,Strategy,Microsoft Game Studios  ,Microsoft Game Studios  ,7.0,,0.01,0.04,0.0,0.01,0.06,0.12
PC,70.0,5.9,2018,Adventure,Square Enix  ,Dotnod Entertainment  ,,,0.0,0.0,0.0,0.0,0.0,0.0
XB,70.0,7.0,2005,Adventure,The Adventure Company  ,Microids  ,,,0.05,0.02,0.0,0.0,0.07,0.14
X360,70.0,6.9,2008,Action,Konami  ,Double Helix Games  ,7.6,,0.25,0.15,0.0,0.04,0.45,0.89
PS4,70.0,7.0,2019,Adventure,Mooneye Studios  ,Mooneye Studios  ,,,0.0,0.0,0.0,0.0,0.0,0.0
Wii,70.0,8.3,2008,Racing,THQ  ,Rainbow Studios  ,,,0.28,0.03,0.0,0.02,0.33,0.6600000000000001
Wii,53.0,7.7,2008,Racing,THQ  ,Rainbow Studios  ,,,0.28,0.03,0.0,0.02,0.33,0.6600000000000001
PS2,70.0,6.0,2004,Shooter,Ubisoft  ,Red Storm Entertainment  ,,,0.57,0.44,0.0,0.15,1.16,2.32
PS2,70.0,8.2,2003,Role-Playing,Bandai  ,CyberConnect2  ,7.1,,0.14,0.11,0.17,0.04,0.46,0.92
PC,70.0,7.7,2002,Misc,Electronic Arts  ,Unknown  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,70.0,8.9,2002,Action,Konami  ,Creature Labs  ,,,0.0,0.0,0.0,0.0,0.0,0.0
XB,70.0,8.8,2002,Action,KOEI  ,Omega Force  ,,,0.06,0.02,0.0,0.0,0.08,0.16
XB,70.0,7.4,2002,Racing,Microsoft Game Studios  ,Curly Monsters  ,,,0.09,0.03,0.0,0.0,0.13,0.25
PS2,70.0,7.9,2001,Role-Playing,Atlus  ,Racjin  ,,,0.04,0.03,0.0,0.01,0.09,0.16999999999999998
PS2,70.0,7.1,2001,Sports,EA Sports  ,EA Canada  ,,,0.91,0.71,0.0,0.24,1.86,3.72
DC,70.0,8.6,2001,Shooter,Capcom  ,Takumi Corporation  ,7.5,,0.0,0.0,0.0,0.0,0.0,0.0
X360,70.0,6.4,2011,Sports,Sega  ,Sega-AM2  ,6.5,,0.12,0.09,0.01,0.02,0.24,0.48
PC,70.0,4.0,2018,Shooter,Daybreak Games  ,Daybreak Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,70.0,8.2,2010,Shooter,Paradox Interactive   ,Fatshark AB  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,70.0,7.1,2009,Strategy,THQ  ,Relic  ,,,0.0,0.03,0.0,0.01,0.04,0.08
PC,70.0,7.9,2008,Strategy,KOEI  ,Koei  ,7.6,,0.0,0.0,0.0,0.0,0.0,0.0
PS2,70.0,8.2,2004,Simulation,Electronic Arts  ,Maxis  ,,,0.52,0.95,0.0,0.29,1.76,3.52
PS4,70.0,6.6,2016,Action-Adventure,Deep Silver  ,Tequila Works  ,,,0.0,0.0,0.0,0.0,0.0,0.0
NS,70.0,6.0,2019,Action,Xseed Games  ,G-mode  ,,,0.0,0.0,0.0,0.0,0.0,0.0
Wii,70.0,6.3,2008,Platform,Activision  ,Radical Entertainment  ,7.5,,0.35,0.06,0.0,0.03,0.44,0.8799999999999999
NS,70.0,7.3,2020,Action,Playism  ,Calappa Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
Wii,70.0,7.2,2010,Sports,EA Sports  ,EA Canada  ,6.8,,0.23,0.15,0.01,0.04,0.42,0.85
DS,70.0,7.4,2006,Action,SouthPeak Interactive  ,Unknown  ,,,0.05,0.0,0.0,0.0,0.06,0.11
DS,70.0,7.7,2007,Puzzle,Secret Stash Games  ,Arkedo Studio  ,,,0.0,0.01,0.0,0.0,0.02,0.03
DS,70.0,6.0,2005,Simulation,Electronic Arts  ,Maxis  ,,,0.81,0.05,0.0,0.07,0.94,1.87
PS3,70.0,7.8,2013,Role-Playing,Tecmo Koei  ,Gust  ,,,0.06,0.04,0.14,0.02,0.27,0.53
PS3,70.0,3.9,2011,Simulation,Electronic Arts  ,The Sims Studio  ,7.3,,0.0,0.0,0.0,0.0,0.0,0.0
PC,70.0,7.8,2010,Role-Playing,Hi-Rez Studios  ,Hi-Rez Studios  ,,,0.0,0.0,0.0,0.0,0.0,0.0
X360,70.0,7.6,2006,Action,THQ  ,Unknown  ,7.0,,0.21,0.02,0.0,0.02,0.25,0.5
PSV,70.0,7.1,2012,Adventure,Ubisoft  ,Ubisoft  ,,,0.53,0.57,0.06,0.32,1.48,2.96
NS,70.0,7.8,2020,Action-Adventure,Toybox  ,Toybox Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,70.0,5.9,2018,Action-Adventure,Ubisoft  ,Ubisoft Toronto  ,,,0.08,0.0,0.0,0.02,0.1,0.2
PS4,70.0,7.9,2017,Action,Capcom  ,Capcom  ,7.2,,0.06,0.06,0.04,0.02,0.18,0.36
PS4,70.0,6.4,2014,Action,Focus Home Interactive  ,Cyanide Studios  ,,,0.0,0.0,0.0,0.0,0.0,0.0
3DS,70.0,7.6,2014,Action,Nintendo  ,Nintendo EAD  ,,,0.0,0.0,0.0,0.0,0.0,0.0
Wii,70.0,6.0,2011,Sports,EA Sports  ,EA Canada  ,,,0.15,0.51,0.0,0.1,0.76,1.52
X360,70.0,7.8,2007,Shooter,Sierra Entertainment  ,Saber Interactive  ,7.0,,0.36,0.02,0.0,0.03,0.41,0.8200000000000001
PSV,70.0,8.6,2014,Misc,NIS America  ,Unknown  ,,,0.04,0.03,0.09,0.02,0.17,0.35
PS2,70.0,8.6,2004,Platform,Global Star Software  ,Artificial Mind & Movement  ,,,0.05,0.04,0.0,0.01,0.09,0.19
XOne,70.0,5.8,2018,Action-Adventure,Square Enix  ,Avalanche Studios  ,,,0.17,0.09,0.0,0.03,0.29,0.5800000000000001
PC,70.0,6.3,2008,Action,Activision  ,Beenox  ,7.1,,0.01,0.01,0.0,0.0,0.03,0.05
PC,70.0,5.7,2014,Action,Capcom  ,Capcom  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,70.0,7.0,2016,Action,Namco Bandai Games  ,Namco Bandai Games  ,,,0.0,0.0,0.09,0.0,0.09,0.18
X360,70.0,7.1,2013,Action,Tecmo Koei  ,Team Ninja  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,70.0,6.7,2011,Simulation,Unknown  ,Bohemia Interactive  ,,,0.0,0.03,0.0,0.0,0.03,0.06
Wii,70.0,2.0,2011,Shooter,Activision  ,Infinity Ward  ,4.5,,0.55,0.2,0.0,0.08,0.83,1.66
XOne,70.0,7.1,2018,Board Game,Mediatonic  ,Mediatonic  ,,,0.0,0.0,0.0,0.0,0.0,0.0
X360,70.0,7.1,2006,Sports,2K Sports  ,Visual Concepts  ,6.5,,0.11,0.0,0.0,0.01,0.12,0.24
PS2,70.0,8.5,2004,Adventure,Electronic Arts  ,Electronic Arts  ,,,0.5,0.39,0.0,0.13,1.02,2.04
PC,70.0,7.5,2004,Strategy,Encore  ,Digital Reality  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS2,70.0,7.7,2004,Strategy,Acclaim Entertainment  ,Team17 Software  ,,,0.06,0.05,0.0,0.02,0.12,0.25
GBA,70.0,6.6,2003,Sports,EA Sports  ,BudCat Creations  ,,,0.22,0.08,0.0,0.01,0.31,0.62
DC,70.0,8.6,2001,Shooter,Crave Entertainment  ,Runecraft  ,7.6,,0.0,0.0,0.0,0.0,0.0,0.0
X360,70.0,5.6,2011,Racing,Sega  ,Sumo Digital  ,,,0.0,0.0,0.0,0.0,0.0,0.0
XB,70.0,7.7,2006,Shooter,Playlogic Game Factory  ,Playlogic  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,70.0,5.4,2014,Misc,Iceberg Interactive  ,Unknown  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,70.0,6.6,2020,Action-Adventure,Tripwire Interactive  ,Tripwire Interactive  ,,,0.0,0.0,0.0,0.0,0.0,0.0
NS,70.0,5.4,2020,Music,Ubisoft  ,Ubisoft Paris  ,,,0.0,0.0,0.0,0.0,0.0,0.0
XOne,70.0,6.7,2020,Shooter,3D Realms  ,Voidpoint  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,70.0,7.3,2017,Action,Xseed Games  ,Marvelous Entertainment  ,,,0.09,0.02,0.08,0.02,0.21,0.42
X360,70.0,7.7,2013,Misc,Sega  ,Unknown  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PSP,70.0,6.5,2005,Sports,Sony Computer Entertainment  ,SCEE London Studio  ,7.0,,0.1,0.63,0.0,0.34,1.07,2.14
PC,70.0,7.7,2013,Adventure,"Minority, Inc.  ","Minority, Inc.  ",,,0.0,0.0,0.0,0.0,0.0,0.0
PS3,70.0,7.8,2010,Simulation,Sony Computer Entertainment  ,SCEE London Studio  ,6.9,,0.37,0.52,0.04,0.09,1.01,2.0300000000000002
XB,70.0,8.0,2004,Simulation,Capcom  ,"Capcom Production Studio 4 / Nude Maker Co., Ltd.  ",,,0.02,0.01,0.0,0.0,0.02,0.05
PS4,70.0,7.8,2019,Action,Bandai Namco Entertainment  ,Bandai Namco Studios  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS3,70.0,6.5,2011,Platform,Sony Computer Entertainment  ,Insomniac Games  ,7.5,,0.75,0.22,0.05,0.13,1.15,2.3
X360,70.0,7.7,2011,Misc,Ubisoft  ,Ubisoft Paris  ,5.5,,1.47,0.39,0.0,0.16,2.02,4.04
NS,70.0,7.2,2018,Racing,Nicalis  ,Nicalis  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,70.0,3.7,2015,Action,Warner Bros. Interactive Entertainment  ,Rocksteady Studios  ,,,0.1,0.04,0.0,0.01,0.15,0.30000000000000004
PC,70.0,7.1,2018,Action,THQ Nordic  ,Gunfire Games  ,,,0.0,0.01,0.0,0.0,0.01,0.02
PS2,70.0,7.4,2008,Action,Konami  ,Climax Group  ,,,0.03,0.03,0.0,0.01,0.07,0.14
PS3,70.0,7.4,2011,Shooter,THQ  ,Relic Entertainment  ,7.3,,0.13,0.24,0.0,0.08,0.45,0.9
X360,70.0,6.9,2007,Racing,THQ  ,Rainbow Studios  ,,,0.55,0.08,0.0,0.06,0.68,1.37
DS,70.0,7.1,2008,Sports,Sega  ,Sega  ,7.0,,1.63,2.46,0.44,0.57,5.1,10.2
Wii,70.0,7.3,2008,Adventure,Eidos Interactive  ,Crystal Dynamics  ,6.3,,0.13,0.27,0.0,0.05,0.45,0.9
PC,70.0,7.9,2015,Adventure,Unknown  ,Himalaya Studios  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PSV,70.0,7.9,2015,Action,Tecmo Koei  ,Omega Force  ,,,0.0,0.0,0.07,0.0,0.07,0.14
PSV,70.0,7.6,2012,Strategy,Konami Digital Entertainment  ,Konami  ,,,0.0,0.0,0.04,0.0,0.04,0.08
DS,70.0,8.1,2007,Simulation,Majesco  ,Office Create  ,6.9,,1.6,1.49,0.1,0.39,3.58,7.16
PS2,70.0,8.7,2004,Sports,Tecmo  ,Tecmo  ,,,0.03,0.02,0.0,0.01,0.06,0.12
XB,70.0,7.1,2004,Action,Activision  ,K2 LLC  ,,,0.16,0.05,0.0,0.01,0.21,0.43000000000000005
XB,70.0,8.5,2003,Platform,THQ  ,Heavy Iron Studios  ,6.7,,0.45,0.1,0.0,0.02,0.57,1.1400000000000001
GBA,70.0,7.7,2002,Shooter,Konami  ,Konami  ,6.7,,0.08,0.03,0.0,0.0,0.11,0.22
DS,70.0,8.2,2005,Adventure,Nintendo  ,Cing  ,6.5,,0.15,0.01,0.12,0.01,0.29,0.5800000000000001
PC,70.0,3.5,2007,Strategy,LucasArts  ,Frontier Developments  ,8.1,,0.0,0.0,0.0,0.0,0.0,0.0
PC,70.0,7.7,2011,Simulation,Paradox Interactive   ,Colossal Order  ,,,0.0,0.04,0.0,0.01,0.05,0.1
NS,70.0,5.4,2019,Role-Playing,Koei Tecmo  ,Gust  ,,,0.0,0.0,0.0,0.0,0.0,0.0
DS,70.0,6.5,2010,Misc,Nintendo  ,Genius Sonority Inc.  ,4.0,,0.12,0.52,0.0,0.02,0.67,1.33
PS2,70.0,7.5,2005,Racing,Konami  ,Konami  ,,,0.07,0.06,0.0,0.02,0.15,0.3
PS3,70.0,7.4,2012,Action-Adventure,Sony Computer Entertainment  ,The Workshop  ,,,0.14,0.11,0.0,0.05,0.3,0.6
PS2,70.0,8.1,2005,Racing,Empire Interactive  ,Bugbear Entertainment  ,,,0.19,0.15,0.0,0.05,0.38,0.77
Wii,70.0,6.8,2009,Misc,Sega  ,PROPE  ,7.0,,0.08,0.06,0.01,0.02,0.17,0.34
PSP,70.0,7.5,2009,Action,Atlus  ,Spike  ,7.0,,0.07,0.0,0.2,0.01,0.29,0.5700000000000001
PSP,70.0,6.4,2007,Role-Playing,Xseed Games  ,Global A Entertainment  ,,,0.03,0.0,0.0,0.0,0.03,0.06
NS,70.0,6.8,2020,Shooter,Rebellion Developments  ,Rebellion Developments  ,,,0.0,0.0,0.0,0.0,0.0,0.0
Wii,70.0,6.9,2009,Misc,Warner Bros. Interactive  ,TT Games / Harmonix Music Systems  ,6.8,,0.41,0.22,0.0,0.06,0.7,1.39
PC,70.0,6.0,2011,Shooter,Bethesda Softworks  ,Splash Damage  ,7.0,,0.06,0.09,0.0,0.03,0.18,0.36
XOne,70.0,6.8,2015,Action,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.44,0.27,0.0,0.07,0.78,1.56
PC,70.0,6.4,2008,Adventure,Lighthouse Interactive  ,House of Tales  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,70.0,6.5,2020,Sandbox,THQ  ,Volition  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,70.0,6.4,2007,Racing,Electronic Arts  ,EA Black Box  ,,,0.0,0.04,0.0,0.0,0.04,0.08
PS2,70.0,5.2,2006,Sports,2K Sports  ,Kush Games  ,7.3,,0.37,0.01,0.0,0.06,0.44,0.88
Wii,70.0,3.2,2007,Strategy,LucasArts  ,Frontier Developments  ,,,0.38,0.02,0.0,0.03,0.44,0.8700000000000001
XOne,70.0,7.6,2018,Puzzle,Rooster Teeth Games  ,TheMeatly Games  ,,,0.14,0.0,0.0,0.02,0.16,0.32
PC,70.0,5.9,2019,Shooter,Focus Home Interactive  ,Saber Interactive  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS2,70.0,6.9,2005,Shooter,Ubisoft  ,Red Storm Entertainment  ,,,0.17,0.13,0.0,0.04,0.35,0.69
PC,70.0,6.6,2017,Action,CokeM Interactive  ,Prideful Sloth  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,70.0,3.8,2011,Simulation,Electronic Arts  ,The Sims Studio  ,6.5,,0.4,0.23,0.0,0.0,0.63,1.26
PS2,70.0,7.9,2003,Racing,EA Sports  ,Visual Science  ,,,0.05,0.04,0.0,0.01,0.1,0.2
GBA,70.0,8.3,2003,Simulation,"Destination Software, Inc  ",Raylight Studios  ,,,0.04,0.01,0.0,0.0,0.05,0.1
PS4,70.0,6.5,2018,Action,Electronic Arts  ,Zoink Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PSP,70.0,8.1,2010,Action,Electronic Arts  ,Visceral Games  ,6.6,,0.12,0.04,0.01,0.02,0.2,0.39
DS,70.0,5.8,2009,Platform,Ubisoft  ,Ubisoft Montpellier  ,8.8,,0.35,0.3,0.0,0.07,0.72,1.44
PS2,70.0,8.1,2007,Sports,Sony Computer Entertainment  ,Clap Hanz  ,,,0.17,0.13,0.55,0.05,0.9,1.8000000000000003
3DS,70.0,7.5,2016,Action,Nintendo  ,Omega Force  ,,,0.17,0.16,0.12,0.03,0.49,0.97
PS4,70.0,7.1,2015,Action,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.41,0.56,0.02,0.19,1.18,2.36
PC,70.0,5.4,2020,Strategy,Kalypso Media  ,Palindrome Interactive  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,70.0,6.9,2018,Strategy,Koei Tecmo  ,Koei Tecmo Games  ,,,0.01,0.0,0.05,0.0,0.06,0.12
X360,70.0,7.7,2006,Racing,Sega  ,Pseudo Interactive  ,7.0,,0.19,0.01,0.0,0.02,0.22,0.44
PC,70.0,6.3,2011,Role-Playing,Bethesda Softworks  ,Obsidian Entertainment  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,70.0,6.1,2015,Sports,Maximum Games  ,HB Studios  ,,,0.0,0.0,0.0,0.0,0.0,0.0
Wii,70.0,8.4,2011,Platform,Atari  ,SnapDragon Games  ,,,0.04,0.0,0.0,0.0,0.04,0.08
PS3,70.0,6.8,2008,Sports,2K Sports  ,Visual Concepts  ,,,0.11,0.01,0.0,0.01,0.13,0.26
Wii,70.0,8.1,2009,Racing,EA Sports  ,Electronic Arts North Carolina  ,,,0.39,0.0,0.0,0.03,0.42,0.8400000000000001
DS,70.0,6.5,2006,Sports,EA Sports  ,Exient Entertainment  ,6.9,,0.2,0.0,0.0,0.02,0.21,0.43
PC,70.0,6.3,2013,Shooter,Microsoft Studios  ,Vanguard Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS3,70.0,7.9,2012,Action,Tecmo Koei  ,Omega Force  ,,,0.0,0.04,0.57,0.01,0.62,1.24
DS,70.0,7.3,2008,Action,Taito  ,Taito Corporation  ,,,0.07,0.0,0.0,0.01,0.08,0.16
PC,70.0,7.2,2009,Action,Ubisoft  ,Ubisoft Romania  ,,,0.0,0.03,0.0,0.01,0.04,0.08
X360,70.0,6.6,2008,Misc,Activision  ,Neversoft  ,,,1.0,0.13,0.0,0.1,1.23,2.46
XB,70.0,6.5,2004,Simulation,Electronic Arts  ,Maxis  ,,,0.22,0.11,0.0,0.01,0.34,0.68
PSP,70.0,8.5,2005,Racing,Sony Computer Entertainment  ,Sidhe Interactive  ,7.1,,0.08,0.0,0.0,0.01,0.09,0.18
NS,70.0,5.6,2019,Action,DANGEN Entertainment  ,Bombservice  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,70.0,5.9,2019,Adventure, Private Division  ,Panache Digital Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
XOne,70.0,5.3,2019,Platform,Sega  ,Sega  ,,,0.0,0.0,0.0,0.0,0.0,0.0
NS,70.0,7.7,2018,Fighting,Bandai Namco Entertainment  ,Byking  ,,,0.17,0.01,0.06,0.02,0.26,0.52
NS,70.0,6.8,2018,Strategy,NIS America  ,Kadokawa Games  ,,,0.01,0.0,0.01,0.0,0.03,0.05
NS,70.0,7.9,2018,Fighting,Bandai Namco Games  ,CyberConnect2  ,7.5,,0.0,0.0,0.03,0.0,0.03,0.06
XOne,70.0,6.1,2017,Racing,Bigben Interactive  ,Kylotonn Entertainment  ,,,0.04,0.0,0.0,0.01,0.05,0.1
PC,70.0,7.1,2017,Shooter,CremaGames  ,CremaGames  ,,,0.0,0.0,0.0,0.0,0.0,0.0
XOne,70.0,7.5,2015,Sports,Focus Home Interactive  ,Cyanide Studio  ,,,0.0,0.0,0.0,0.0,0.0,0.0
